"","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"4165","No","Yes","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",110.9,7922.75,"No"
"4167","Yes","No","No",32,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",19.8,587.7,"No"
"4168","No","Yes","No",50,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",75.7,3876.2,"No"
"4173","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.5,19.5,"No"
"4176","No","Yes","Yes",61,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.4,1226.45,"No"
"4177","No","Yes","Yes",18,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",19.8,342.3,"No"
"4178","No","No","Yes",21,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.65,985.05,"No"
"4180","Yes","No","No",12,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.3,828.05,"No"
"4181","Yes","No","No",2,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.35,41.85,"Yes"
"4182","No","Yes","No",62,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.35,6164.7,"No"
"4183","Yes","No","No",29,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",98.65,2862.75,"Yes"
"4185","Yes","Yes","No",5,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",79.9,343.95,"Yes"
"4191","No","Yes","No",11,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",96.2,1222.05,"Yes"
"4192","No","Yes","No",63,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",108.75,6871.7,"No"
"4196","Yes","No","No",45,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",70.05,3062.45,"No"
"4197","No","Yes","Yes",70,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",24.05,1764.75,"No"
"4204","No","No","Yes",7,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.05,96.8,"No"
"4205","Yes","No","No",5,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.55,408.5,"No"
"4206","No","Yes","Yes",24,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",78.6,1846.65,"No"
"4214","No","No","No",6,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",50.8,288.05,"Yes"
"4215","No","No","No",4,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",90.05,368.1,"Yes"
"4217","No","No","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",92,6632.75,"No"
"4218","Yes","Yes","No",14,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.1,1013.35,"No"
"4221","No","Yes","Yes",55,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.5,1026.35,"No"
"4222","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",19.3,19.3,"No"
"4225","No","Yes","No",71,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.6,1416.5,"No"
"4227","No","Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.85,256.6,"Yes"
"4228","No","Yes","Yes",69,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",80.65,5542.55,"No"
"4230","Yes","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",115.75,8443.7,"No"
"4231","No","No","No",11,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.5,791.75,"Yes"
"4233","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.95,69.95,"Yes"
"4238","No","No","No",5,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",70.05,346.4,"Yes"
"4239","No","Yes","Yes",57,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.4,1061.6,"No"
"4241","No","No","No",8,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",94,773.65,"Yes"
"4246","No","Yes","Yes",63,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.7,1275.85,"No"
"4248","No","Yes","Yes",69,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",106.35,7261.75,"No"
"4250","No","Yes","Yes",10,"Yes","No","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","Mailed check",65.9,660.05,"No"
"4253","No","No","No",19,"Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",56.1,1033.9,"No"
"4255","No","Yes","No",29,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",84.45,2467.1,"Yes"
"4256","No","Yes","No",13,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Mailed check",75.3,989.45,"Yes"
"4260","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.6,59.75,"Yes"
"4262","No","No","No",57,"Yes","No","DSL","No","Yes","No","Yes","No","No","One year","Yes","Mailed check",54.65,3134.7,"No"
"4264","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",115.55,8312.4,"No"
"4267","No","No","No",62,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","Yes","One year","No","Electronic check",102,6529.25,"Yes"
"4268","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",91.15,6637.9,"No"
"4269","No","Yes","Yes",35,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","One year","Yes","Electronic check",89.7,3165.6,"No"
"4270","No","Yes","No",17,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",90.2,1454.15,"Yes"
"4278","No","No","No",6,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.95,109.5,"No"
"4280","No","Yes","Yes",25,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.4,546.85,"No"
"4282","No","No","No",50,"No","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",35,1782.4,"No"
"4283","No","Yes","Yes",52,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",101.25,5301.1,"No"
"4288","Yes","Yes","No",66,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",105.95,6975.25,"Yes"
"4290","No","No","No",54,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.1,1079.45,"No"
"4292","No","Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",110.3,6997.3,"No"
"4299","No","No","No",10,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",46,492.1,"No"
"4302","No","Yes","Yes",66,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",19.75,1344.5,"No"
"4304","No","Yes","No",45,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",25.5,1121.05,"No"
"4309","No","No","No",25,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.75,1729.35,"No"
"4311","No","No","No",72,"No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",65.6,4566.5,"No"
"4312","No","No","No",7,"No","No","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",40.1,293.3,"Yes"
"4314","No","No","No",23,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",79.1,1783.75,"No"
"4315","Yes","No","No",24,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.25,2440.15,"Yes"
"4322","Yes","No","No",14,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.35,1058.1,"No"
"4327","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.1,89.1,"Yes"
"4339","Yes","No","No",5,"No","No","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","No","Credit card (automatic)",45.4,214.75,"No"
"4341","No","No","Yes",5,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",48.65,235.2,"No"
"4344","Yes","No","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.75,606.25,"Yes"
"4346","No","Yes","Yes",69,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",20.55,1403.1,"No"
"4351","No","Yes","No",33,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",44.55,1462.6,"No"
"4352","No","No","No",7,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.35,150.6,"No"
"4353","No","Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",91.8,5960.5,"No"
"4356","No","Yes","No",6,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",50.35,314.55,"No"
"4361","Yes","Yes","No",31,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",89.45,2807.65,"No"
"4362","No","No","No",29,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Electronic check",58.75,1696.2,"No"
"4368","Yes","Yes","No",36,"Yes","No","DSL","No","No","Yes","Yes","No","No","One year","No","Credit card (automatic)",54.1,1992.85,"No"
"4376","No","No","No",66,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",114.3,7383.7,"No"
"4377","No","No","No",45,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",100.3,4483.95,"No"
"4380","No","Yes","No",68,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Two year","Yes","Bank transfer (automatic)",89.95,5974.3,"No"
"4384","No","Yes","No",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",80,5040.2,"No"
"4385","No","Yes","No",2,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",79.7,165,"Yes"
"4387","No","Yes","Yes",55,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",57.55,3046.4,"Yes"
"4390","No","No","No",30,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",100.4,2936.25,"No"
"4393","No","Yes","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.2,19.2,"No"
"4394","No","Yes","No",21,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.5,1808.7,"Yes"
"4396","No","Yes","Yes",69,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103.95,7446.9,"Yes"
"4398","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",103.95,7556.9,"No"
"4399","No","Yes","Yes",70,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","No","Two year","No","Credit card (automatic)",68.95,4858.7,"No"
"4403","No","No","No",39,"No","No","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",48.95,1880.85,"Yes"
"4404","No","Yes","Yes",32,"Yes","Yes","DSL","No","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",62.45,2045.55,"No"
"4406","No","Yes","Yes",6,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",83.55,477.55,"Yes"
"4407","No","No","No",37,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",78.9,2976.95,"No"
"4409","No","Yes","Yes",72,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","No","Two year","Yes","Bank transfer (automatic)",71.45,5025.85,"No"
"4410","Yes","Yes","No",71,"No","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",46.35,3353.4,"No"
"4411","No","Yes","No",16,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",94.65,1461.15,"No"
"4414","Yes","No","No",17,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.15,1496.9,"Yes"
"4416","No","Yes","No",66,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Two year","Yes","Credit card (automatic)",66.1,4428.45,"No"
"4419","No","Yes","No",58,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","No","Credit card (automatic)",60.3,3563.8,"Yes"
"4420","No","Yes","Yes",8,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",21.05,139.75,"No"
"4425","No","No","Yes",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.75,24.75,"Yes"
"4426","No","Yes","Yes",14,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","No","Mailed check",69.2,944.65,"No"
"4428","No","No","No",49,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",100.65,4917.75,"No"
"4429","No","Yes","Yes",19,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",103.3,2012.7,"Yes"
"4430","No","Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Bank transfer (automatic)",79.7,5743.3,"No"
"4434","No","No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.65,302.35,"No"
"4439","No","Yes","Yes",51,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",24.95,1222.25,"No"
"4440","No","Yes","Yes",28,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",20.3,487.95,"No"
"4442","No","Yes","No",42,"Yes","No","No","No","No","No","No","No","No","Two year","No","Electronic check",20.25,835.5,"No"
"4444","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.75,44.75,"No"
"4446","No","No","No",63,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","No","Credit card (automatic)",98,6218.45,"No"
"4447","Yes","No","No",3,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.9,260.9,"Yes"
"4448","No","Yes","No",68,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",107.7,7320.9,"No"
"4449","Yes","No","No",30,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.7,2967.35,"Yes"
"4450","No","No","No",60,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","No","Electronic check",104.7,6333.8,"No"
"4451","No","No","No",15,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",58.6,939.7,"Yes"
"4452","Yes","No","No",45,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",93.9,4200.25,"No"
"4453","No","Yes","No",70,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",86.45,5950.2,"No"
"4455","No","No","No",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.4,93.4,"No"
"4456","No","No","No",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",50.45,50.45,"Yes"
"4458","No","Yes","Yes",22,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",75,1573.95,"No"
"4459","No","Yes","Yes",38,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",94.65,3624.3,"Yes"
"4461","No","Yes","No",18,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",78.2,1468.75,"No"
"4464","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.85,69.85,"Yes"
"4468","No","Yes","No",48,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","One year","Yes","Mailed check",69.55,3435.6,"No"
"4469","No","No","No",15,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",25.4,399.6,"Yes"
"4470","No","No","No",50,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",90.1,4549.45,"No"
"4471","No","No","No",7,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",44.65,322.5,"No"
"4472","Yes","Yes","No",41,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",83.75,3273.55,"Yes"
"4473","No","Yes","Yes",68,"Yes","No","Fiber optic","Yes","No","Yes","No","No","No","Two year","No","Credit card (automatic)",80.35,5375.15,"No"
"4476","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",19.55,61.05,"No"
"4477","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.9,20.9,"Yes"
"4481","No","Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.4,69.4,"Yes"
"4483","No","No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.9,541.15,"Yes"
"4491","Yes","Yes","No",54,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",115.6,6431.05,"No"
"4494","No","No","Yes",18,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.3,454.65,"No"
"4497","No","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.75,6595.9,"No"
